model,group,group_dataset_count,rank_pos,competitor,ratio,gnn_stage,avg_rank,competitor_dataset_count,source_file
fttransformer,small_datasets+binclass+balanced,14,8,xgboost,0.8/0.15/0.05,none,8.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,9,catboost,0.8/0.15/0.05,none,8.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,10,lightgbm,0.8/0.15/0.05,none,9.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,11,fttransformer,0.8/0.15/0.05,none,9.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,12,tabgnn,0.05/0.15/0.8,none,9.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,13,tabgnn,0.8/0.15/0.05,none,9.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,14,fttransformer,0.05/0.15/0.8,start,10.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,15,fttransformer,0.05/0.15/0.8,materialize,11.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,16,fttransformer,0.05/0.15/0.8,columnwise,14.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,17,fttransformer,0.05/0.15/0.8,none,15.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,18,fttransformer,0.05/0.15/0.8,encoding,15.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,19,fttransformer,0.05/0.15/0.8,decoding,18.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,1,tabpfn,0.8/0.15/0.05,none,3.21,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,2,t2g-former,0.8/0.15/0.05,none,4.04,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,3,xgboost,0.8/0.15/0.05,none,4.68,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,4,catboost,0.8/0.15/0.05,none,5.11,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,5,lightgbm,0.8/0.15/0.05,none,5.68,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,6,fttransformer,0.8/0.15/0.05,none,5.71,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,7,t2g-former,0.05/0.15/0.8,none,9.18,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,8,tabpfn,0.05/0.15/0.8,none,9.75,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,9,catboost,0.05/0.15/0.8,none,10.04,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,10,tabgnn,0.8/0.15/0.05,none,10.36,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,11,lightgbm,0.05/0.15/0.8,none,10.46,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,12,tabgnn,0.05/0.15/0.8,none,12.46,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,13,xgboost,0.05/0.15/0.8,none,12.57,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,14,fttransformer,0.05/0.15/0.8,start,12.82,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,15,fttransformer,0.05/0.15/0.8,materialize,13.14,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,16,fttransformer,0.05/0.15/0.8,none,14.39,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,17,fttransformer,0.05/0.15/0.8,columnwise,14.54,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,18,fttransformer,0.05/0.15/0.8,encoding,14.64,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,19,fttransformer,0.05/0.15/0.8,decoding,17.21,28,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,1,fttransformer,0.05/0.15/0.8,columnwise,3.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,2,fttransformer,0.05/0.15/0.8,encoding,3.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,3,fttransformer,0.05/0.15/0.8,none,4.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,4,tabgnn,0.05/0.15/0.8,none,5.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,5,fttransformer,0.05/0.15/0.8,decoding,6.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,6,fttransformer,0.8/0.15/0.05,none,8.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,7,tabpfn,0.05/0.15/0.8,none,9.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,8,fttransformer,0.05/0.15/0.8,start,9.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,9,fttransformer,0.05/0.15/0.8,materialize,10.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,10,tabpfn,0.8/0.15/0.05,none,10.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,11,tabgnn,0.8/0.15/0.05,none,10.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,12,lightgbm,0.8/0.15/0.05,none,11.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,13,xgboost,0.8/0.15/0.05,none,12.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,14,catboost,0.8/0.15/0.05,none,12.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,15,catboost,0.05/0.15/0.8,none,12.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,16,xgboost,0.05/0.15/0.8,none,12.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,17,lightgbm,0.05/0.15/0.8,none,13.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,18,t2g-former,0.05/0.15/0.8,none,16.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,19,t2g-former,0.8/0.15/0.05,none,17.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,1,fttransformer,0.05/0.15/0.8,encoding,3.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,2,fttransformer,0.05/0.15/0.8,none,4.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,3,tabgnn,0.05/0.15/0.8,none,4.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,4,fttransformer,0.05/0.15/0.8,materialize,5.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,5,fttransformer,0.05/0.15/0.8,decoding,6.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,6,fttransformer,0.05/0.15/0.8,start,6.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,7,tabgnn,0.8/0.15/0.05,none,6.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,8,fttransformer,0.05/0.15/0.8,columnwise,7.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,9,tabpfn,0.05/0.15/0.8,none,7.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,10,lightgbm,0.05/0.15/0.8,none,9.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,11,tabpfn,0.8/0.15/0.05,none,10.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,12,xgboost,0.05/0.15/0.8,none,11.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,13,catboost,0.05/0.15/0.8,none,12.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,14,fttransformer,0.8/0.15/0.05,none,13.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,15,t2g-former,0.05/0.15/0.8,none,15.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,16,xgboost,0.8/0.15/0.05,none,15.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,17,catboost,0.8/0.15/0.05,none,16.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,18,t2g-former,0.8/0.15/0.05,none,17.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,19,lightgbm,0.8/0.15/0.05,none,17.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,1,tabgnn,0.05/0.15/0.8,none,4.47,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,2,fttransformer,0.05/0.15/0.8,decoding,4.58,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,3,tabpfn,0.05/0.15/0.8,none,5.36,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,4,fttransformer,0.05/0.15/0.8,columnwise,6.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,5,fttransformer,0.05/0.15/0.8,encoding,7.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,6,fttransformer,0.05/0.15/0.8,none,7.36,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,7,tabpfn,0.8/0.15/0.05,none,7.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,8,fttransformer,0.05/0.15/0.8,start,8.56,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,9,fttransformer,0.05/0.15/0.8,materialize,8.75,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,10,tabgnn,0.8/0.15/0.05,none,8.89,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,11,xgboost,0.05/0.15/0.8,none,9.61,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,12,lightgbm,0.05/0.15/0.8,none,10.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,13,catboost,0.05/0.15/0.8,none,11.28,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,14,fttransformer,0.8/0.15/0.05,none,12.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,15,t2g-former,0.05/0.15/0.8,none,14.64,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,16,lightgbm,0.8/0.15/0.05,none,14.83,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,17,xgboost,0.8/0.15/0.05,none,15.25,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,18,catboost,0.8/0.15/0.05,none,15.33,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+balanced,14,19,t2g-former,0.8/0.15/0.05,none,16.58,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,1,t2g-former,0.8/0.15/0.05,none,6.0,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,2,lightgbm,0.05/0.15/0.8,none,6.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,3,t2g-former,0.05/0.15/0.8,none,6.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,4,xgboost,0.05/0.15/0.8,none,7.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,5,tabpfn,0.8/0.15/0.05,none,7.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,6,tabpfn,0.05/0.15/0.8,none,7.57,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,7,catboost,0.05/0.15/0.8,none,7.86,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,8,xgboost,0.8/0.15/0.05,none,8.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,9,catboost,0.8/0.15/0.05,none,8.71,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,10,lightgbm,0.8/0.15/0.05,none,9.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,11,fttransformer,0.8/0.15/0.05,none,9.29,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
fttransformer,small_datasets+binclass+categorical,7,12,tabgnn,0.05/0.15/0.8,none,9.43,7,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/fttransformer_gnn_enhancement.md
